id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
1810,Alexandr O'Feeney,Business,Software Engineer,United States,California,Bakersfield,Dell Storage,83,Tech Blogs,36
1811,Jessie Backen,Business,Software Engineer,Canada,Ontario,Petrolia,Inspiron,41,Tech Blogs,24
1812,Octavius Bottlestone,Personal,Software Engineer,United States,California,Salinas,Dell Storage,2,Tech Blogs,24
1813,Jenn Hankey,Personal,Game developer,United States,California,Los Angeles,Inspiron,1,Tech Blogs,6
1814,Glori Abramchik,Personal,Chef,United States,California,Los Angeles,Dell Storage,2,Tech Blogs,36
1815,Marco Kennler,Personal,Chef,Canada,Ontario,Kapuskasing,XPS,2,Social Networks,36
1816,Loree Craigmile,Business,Game developer,Canada,Ontario,Iroquois Falls,Dell Security,77,Tech Blogs,24
1817,Stepha Dashper,Business,Software Engineer,United States,California,Orange,XPS,22,Tech Blogs,36
1818,Mack Beedon,Personal,Game developer,Canada,Ontario,Ingersoll,Chromebook,2,Social Networks,6
1819,Puff Gibb,Personal,Game developer,Canada,Ontario,Willowdale,Dell Storage,2,Tech Blogs,24
1820,My De Morena,Personal,Chef,United States,California,Los Angeles,Chromebook,2,Tech Blogs,12
1821,Honoria Muschette,Personal,Chef,Canada,Ontario,Prince Edward,Dell Security,2,Tech Blogs,24
1822,Ruthanne Barthelme,Personal,Game developer,Canada,Ontario,Ajax,Alienware,2,Tech Blogs,12
1823,Kare Jojic,Business,Software Engineer,United States,California,Oakland,Dell Storage,53,Tech Blogs,24
1824,Ebony Marchbank,Personal,Game developer,United States,California,Alhambra,Inspiron,2,Tech Blogs,24
1825,Farlee O'Tierney,Business,Software Engineer,United States,California,Pasadena,Dell Security,65,Tech Blogs,24
1826,Bernice Thing,Business,Game developer,Canada,Ontario,Amherstburg,Dell Security,50,Tech Blogs,36
1827,Normand Oulner,Personal,Game developer,United States,California,Fullerton,Dell Storage,2,Social Networks,12
1828,Vin Van der Kruis,Business,Software Engineer,Canada,Ontario,Kingston,Chromebook,92,Tech Blogs,6
1829,Miner Edis,Personal,Game developer,United States,California,Los Angeles,XPS,1,Tech Blogs,12
1830,Ange Bosward,Business,Game developer,United States,California,Corona,Chromebook,22,Tech Blogs,24
1831,Leanora Betancourt,Personal,Chef,Canada,Ontario,North York,Dell Security,1,Tech Blogs,6
1832,Hilda Jeyes,Business,Game developer,Canada,Ontario,Orangeville,Inspiron,83,Tech Blogs,6
1833,Park Igoe,Personal,Chef,United States,California,Bakersfield,Chromebook,1,Tech Blogs,36
1834,Aylmar Reames,Business,Software Engineer,Canada,Ontario,Picton,Inspiron,52,Tech Blogs,24
1835,Carleton Menier,Personal,Chef,Canada,Ontario,Timmins,Alienware,2,Tech Blogs,12
1836,Gabriellia McClaurie,Personal,Game developer,Canada,Ontario,Marathon,Alienware,1,Tech Blogs,6
1837,Burgess Kyd,Business,Software Engineer,United States,California,Pasadena,Alienware,71,Tech Blogs,36
1838,Lou Gocher,Business,Game developer,United States,California,Los Angeles,Dell Security,99,Tech Blogs,12
1839,Lilith Allom,Personal,Student,Canada,Ontario,Fort Erie,Dell Security,2,Tech Blogs,24
1840,Cointon Wiffler,Business,Game developer,Canada,Ontario,St. Thomas,Dell Storage,90,Tech Blogs,36
1841,Prissie Eastam,Business,Software Engineer,United States,California,San Jose,XPS,96,Tech Blogs,6
1842,Catharina Piatek,Personal,Game developer,United States,California,San Diego,XPS,1,Tech Blogs,12
1843,Wandie Oneill,Personal,Game developer,United States,California,Sacramento,Dell Security,1,Tech Blogs,24
1844,Alexandr Chesnay,Personal,Software Engineer,Canada,Ontario,Wingham,Dell Security,1,Tech Blogs,12
1845,Kermy Hatherill,Personal,Student,United States,California,Stockton,Dell Security,1,Tech Blogs,24
1846,Jaimie Josum,Business,Software Engineer,United States,California,Sacramento,Inspiron,44,Tech Blogs,24
1847,Brandea Broun,Business,Software Engineer,United States,California,Inglewood,Dell Storage,94,Tech Blogs,36
1848,Karie Groves,Business,Software Engineer,United States,California,Sacramento,Dell Security,53,Tech Blogs,24
1849,Darrel Kesley,Personal,Chef,United States,California,San Jose,Alienware,2,Tech Blogs,12
1850,Bobine Jacquemot,Business,Software Engineer,United States,California,Oakland,XPS,71,Tech Blogs,36
1851,Eachelle Callaghan,Business,Game developer,Canada,Ontario,North York,Dell Storage,39,Tech Blogs,24
1852,Justus Quant,Personal,Software Engineer,Canada,Ontario,Thorold,Inspiron,1,Tech Blogs,24
1853,Cointon Scurry,Business,Game developer,United States,California,Whittier,Alienware,32,Tech Blogs,36
1854,Burlie Dybell,Business,Software Engineer,United States,California,Corona,Dell Storage,98,Tech Blogs,24
1855,Casi Simmance,Business,Game developer,United States,California,Pasadena,Chromebook,73,Tech Blogs,36
1856,Dee Tosney,Business,Software Engineer,United States,California,Sacramento,XPS,60,Social Networks,36
1857,Patrick McNirlin,Business,Software Engineer,United States,California,Fresno,Chromebook,76,Tech Blogs,36
1858,Noble Muat,Personal,Software Engineer,United States,California,Huntington Beach,XPS,1,Tech Blogs,24
1859,Wes Le Jean,Business,Game developer,Canada,Ontario,Delaware,Inspiron,37,Tech Blogs,36
1860,Taddeo Tucknutt,Personal,Chef,United States,California,Los Angeles,Dell Storage,1,Tech Blogs,36
1861,Tabor Mumbeson,Personal,Student,Canada,Ontario,North Bay,XPS,2,Tech Blogs,24
1862,Welsh Skeermor,Business,Software Engineer,Canada,Ontario,Ottawa,Dell Storage,52,Social Networks,12
1863,Parker Timpany,Business,Game developer,United States,California,San Diego,Dell Security,92,Tech Blogs,36
1864,Stefanie Sturm,Business,Game developer,Canada,Ontario,Atikokan,Chromebook,83,Tech Blogs,12
1865,Gallard Garber,Personal,Chef,United States,California,Lancaster,Alienware,1,Social Networks,6
1866,Hilarius Morsey,Business,Game developer,United States,California,San Diego,Dell Storage,76,Tech Blogs,36
1867,Nell Manilow,Personal,Student,Canada,Ontario,Oshawa,XPS,2,Tech Blogs,36
1868,Aurel Gainfort,Business,Software Engineer,Canada,Ontario,North Bay,Dell Security,39,Tech Blogs,36
1869,Tommi Tankus,Personal,Student,United States,California,Los Angeles,Chromebook,1,Tech Blogs,12
1870,Tybie Welch,Business,Software Engineer,United States,California,Carlsbad,Dell Security,23,Tech Blogs,36
1871,Kingston Amner,Business,Software Engineer,United States,California,Pasadena,Dell Security,74,Tech Blogs,24
1872,Fernanda O'Teague,Personal,Software Engineer,Canada,Ontario,North Perth,Alienware,1,Tech Blogs,6
1873,Carolin Bould,Business,Software Engineer,United States,California,Sacramento,Dell Security,61,Tech Blogs,24
1874,Kingsly Ghilks,Personal,Chef,United States,California,Los Angeles,Dell Security,1,Tech Blogs,24
1875,Carmina Rizzelli,Business,Software Engineer,Canada,Ontario,Prince Edward,Inspiron,77,Social Networks,36
1876,Husain Beasley,Personal,Chef,Canada,Ontario,Concord,Dell Storage,1,Tech Blogs,36
1877,Joni Scard,Personal,Chef,United States,California,San Diego,Inspiron,2,Tech Blogs,12
1878,Garry Pratchett,Business,Game developer,Canada,Ontario,Woodstock,Dell Storage,53,Tech Blogs,36
1879,Humbert Van de Velde,Business,Software Engineer,Canada,Ontario,Prince Edward,Dell Storage,96,Tech Blogs,12
1880,Obed Fewtrell,Business,Game developer,United States,California,San Diego,Chromebook,48,Social Networks,6
1881,Ilka Bartle,Personal,Chef,Canada,Ontario,Niagara Falls,Dell Security,2,Tech Blogs,24
1882,Brockie Boothe,Business,Software Engineer,Canada,Ontario,Napanee Downtown,Alienware,43,Tech Blogs,36
1883,Xever Potebury,Personal,Student,United States,California,Bakersfield,Inspiron,1,Tech Blogs,24
1884,Dyanna Madge,Business,Game developer,United States,California,San Rafael,Inspiron,55,Tech Blogs,6
1885,Laurena Sworn,Business,Software Engineer,United States,California,Los Angeles,Inspiron,72,Tech Blogs,12
1886,Florance Taffrey,Personal,Software Engineer,United States,California,Los Angeles,Inspiron,2,Tech Blogs,12
1887,Zita Courtese,Personal,Software Engineer,Canada,Ontario,St. Catharines,XPS,1,Tech Blogs,12
1888,Palm Pepon,Business,Software Engineer,United States,California,Sacramento,Chromebook,35,Tech Blogs,6
1889,Hermina Jevon,Business,Game developer,Canada,Ontario,Milton,Dell Storage,36,Tech Blogs,36
1890,Aindrea Tures,Personal,Software Engineer,Canada,Ontario,Innisfil,Dell Storage,2,Tech Blogs,36
1891,Ben Grece,Personal,Game developer,United States,California,Newport Beach,XPS,1,Tech Blogs,24
1892,Daisi Mardoll,Personal,Student,Canada,Ontario,Keswick,XPS,2,Tech Blogs,6
1893,Berky Keston,Personal,Game developer,Canada,Ontario,Kitchener,Dell Security,2,Tech Blogs,36
1894,Heindrick Fairlaw,Personal,Game developer,Canada,Ontario,Mattawa,Inspiron,2,Tech Blogs,24
1895,Joye Landreth,Business,Game developer,United States,California,Irvine,Inspiron,32,Tech Blogs,36
1896,Fulton Brando,Personal,Chef,United States,California,Corona,Dell Storage,2,Tech Blogs,12
1897,Austina Surr,Business,Software Engineer,Canada,Ontario,Toronto,Dell Security,72,Tech Blogs,12
1898,Sadye Casserly,Personal,Software Engineer,Canada,Ontario,Espanola,Chromebook,2,Tech Blogs,36
1899,Herbert Dinjes,Personal,Chef,United States,California,San Francisco,Inspiron,2,Tech Blogs,24
1900,Jennine Owtram,Business,Game developer,United States,California,San Diego,Alienware,49,Tech Blogs,12
1901,Franklin Clevely,Personal,Software Engineer,Canada,Ontario,North York,Chromebook,1,Tech Blogs,24
1902,Mariele Heersema,Personal,Student,United States,California,Sacramento,Dell Storage,2,Tech Blogs,6
1903,Ivor Mallock,Personal,Software Engineer,Canada,Ontario,Kapuskasing,Dell Storage,2,Social Networks,12
1904,Jillie Cooke,Business,Software Engineer,Canada,Ontario,Delaware,Dell Storage,36,Tech Blogs,36
1905,Brockie Richold,Personal,Student,United States,California,Sunnyvale,Dell Storage,1,Tech Blogs,24
1906,Millie Medforth,Business,Software Engineer,Canada,Ontario,Ingersoll,Alienware,91,Tech Blogs,36
1907,Karna Raisher,Business,Software Engineer,United States,California,Chico,Alienware,60,Tech Blogs,12
1908,Laurene Snyder,Personal,Chef,Canada,Ontario,North York,Inspiron,1,Social Networks,36
1909,Morrie Branca,Business,Game developer,India,Andhra Pradesh,Agraharam,XPS,49,Social Networks,12
1910,Gilberta Yglesia,Personal,Software Engineer,Canada,Ontario,London,Dell Storage,1,Tech Blogs,36
1911,Cilka Tatam,Personal,Software Engineer,United States,California,Bakersfield,XPS,2,Tech Blogs,24
1912,Grissel Bert,Personal,Software Engineer,United States,California,Fresno,Alienware,1,Tech Blogs,24
1913,Barnie Hrihorovich,Personal,Game developer,United States,California,San Jose,Inspiron,2,Tech Blogs,36
1914,Jilly Durant,Business,Game developer,United States,California,Los Angeles,XPS,67,Tech Blogs,12
1915,Cozmo Huggard,Business,Software Engineer,United States,California,San Francisco,XPS,44,Tech Blogs,12
1916,Johann De Roberto,Business,Software Engineer,United States,California,Long Beach,XPS,73,Tech Blogs,24
1917,Chucho Klamp,Business,Software Engineer,United States,California,San Francisco,Chromebook,99,Tech Blogs,12
1918,Dore Qusklay,Personal,Chef,United States,California,San Francisco,Dell Storage,2,Tech Blogs,12
1919,Peyton Crohan,Personal,Student,United States,California,San Jose,Inspiron,1,Social Networks,36
1920,Christel Crankhorn,Personal,Student,United States,California,Richmond,Dell Security,2,Tech Blogs,6
1921,Kaleb Gillon,Business,Software Engineer,United States,California,Long Beach,Alienware,43,Tech Blogs,36
1922,Dani Orht,Business,Game developer,United States,California,Anaheim,Alienware,22,Tech Blogs,6
1923,Nalani Degli Antoni,Business,Game developer,United States,California,Bakersfield,Dell Security,23,Tech Blogs,12
1924,Marney Borthram,Personal,Game developer,Canada,Ontario,London,Dell Security,1,Tech Blogs,24
1925,Sara Kermode,Personal,Software Engineer,United States,California,Fresno,Alienware,2,Tech Blogs,12
1926,Ernie Hagard,Business,Game developer,United States,California,Carlsbad,Dell Storage,63,Tech Blogs,36
1927,Jody Larvent,Business,Game developer,Canada,Ontario,Norfolk County,Chromebook,96,Tech Blogs,24
1928,Willie Strute,Business,Software Engineer,United States,California,Salinas,Dell Security,63,Tech Blogs,24
1929,Brendon Alder,Business,Software Engineer,Canada,Ontario,Pembroke,Dell Security,69,Tech Blogs,24
1930,Henri Reaman,Business,Game developer,United States,California,San Jose,Dell Security,55,Tech Blogs,24
1931,Sibeal Pickworth,Business,Game developer,Canada,Ontario,Pembroke,Dell Storage,96,Tech Blogs,24
1932,Gil Kwiek,Personal,Student,Canada,Ontario,Amherstburg,Inspiron,2,Tech Blogs,24
1933,Zedekiah Mowles,Personal,Chef,Canada,Ontario,Deep River,Inspiron,2,Tech Blogs,24
1934,Stewart Gusney,Business,Software Engineer,United States,California,Los Angeles,Alienware,76,Tech Blogs,24
1935,Marlon Bedell,Business,Software Engineer,Canada,Ontario,Casselman,Dell Security,87,Tech Blogs,36
1936,Cherry Danielot,Personal,Chef,Canada,Ontario,Toronto,Dell Security,1,Tech Blogs,6
1937,Ole Pringell,Personal,Chef,United States,California,Santa Barbara,Dell Storage,2,Tech Blogs,6
1938,Kari Tink,Personal,Software Engineer,Canada,Ontario,Arnprior,Chromebook,1,Tech Blogs,36
1939,Kaylyn Poxton,Personal,Game developer,Canada,Ontario,Ingersoll,Chromebook,2,Tech Blogs,36
1940,Emogene Feben,Business,Game developer,Canada,Ontario,Windsor,Chromebook,60,Social Networks,12
1941,Jerrie Surgey,Personal,Software Engineer,Canada,Ontario,Skatepark,Alienware,1,Tech Blogs,12
1942,Corny Brolan,Business,Game developer,United States,California,San Jose,Alienware,21,Tech Blogs,24
1943,Davide Phelip,Personal,Student,Canada,Ontario,Brant,Alienware,1,Tech Blogs,36
1944,Joya Cordeux,Business,Software Engineer,Canada,Ontario,Casselman,XPS,38,Tech Blogs,24
1945,Lek Stonhouse,Personal,Chef,United States,California,Santa Cruz,Chromebook,1,Tech Blogs,24
1946,Dena Jermin,Business,Software Engineer,United States,California,Stockton,Inspiron,76,Tech Blogs,36
1947,James Gherarducci,Personal,Student,United States,California,San Jose,Dell Storage,2,Tech Blogs,24
1948,Godfrey Burleigh,Personal,Software Engineer,United States,California,Inglewood,Inspiron,2,Tech Blogs,12
1949,Niall O'Dennehy,Business,Game developer,United States,California,San Diego,Chromebook,90,Tech Blogs,12
1950,Jilleen Corck,Business,Game developer,United States,California,Santa Barbara,Dell Security,64,Tech Blogs,12
1951,Rinaldo Widdall,Personal,Student,United States,California,Salinas,Dell Storage,1,Tech Blogs,24
1952,Araldo Chillistone,Business,Software Engineer,United States,California,Alhambra,Dell Storage,29,Tech Blogs,12
1953,Tatum Margrie,Personal,Student,United States,California,Whittier,Dell Security,1,Tech Blogs,36
1954,Bernadette Cuttle,Personal,Software Engineer,Canada,Ontario,Niagara Falls,Chromebook,2,Tech Blogs,24
1955,Toinette Banck,Business,Game developer,United States,California,Oakland,Alienware,68,Tech Blogs,6
1956,Joell Pillifant,Personal,Software Engineer,United States,California,Whittier,XPS,1,Tech Blogs,36
1957,Michel Crocumbe,Personal,Software Engineer,Canada,Ontario,Fort Erie,Alienware,2,Tech Blogs,24
1958,Janina Reavell,Business,Game developer,Canada,Ontario,Kingston,Alienware,74,Tech Blogs,24
1959,Evelyn Rodolphe,Business,Game developer,Canada,Ontario,Fort Erie,Inspiron,53,Tech Blogs,36
1960,Arny Gumley,Business,Software Engineer,United States,California,Garden Grove,Inspiron,45,Tech Blogs,36
1961,Maris Fratson,Personal,Software Engineer,Canada,Ontario,Carleton Place,Dell Storage,2,Tech Blogs,6
1962,Germain Whoolehan,Personal,Game developer,United States,California,Los Angeles,Chromebook,1,Tech Blogs,24
1963,Theresita Goffe,Business,Software Engineer,United States,California,Inglewood,Alienware,82,Tech Blogs,6
1964,Rayna Baskeyfied,Personal,Chef,United States,California,Sacramento,Chromebook,1,Tech Blogs,24
1965,Karney Tantrum,Personal,Software Engineer,Canada,Ontario,Amherstburg,Alienware,1,Tech Blogs,12
1966,Mahala Fitzsymonds,Personal,Chef,Canada,Ontario,Mattawa,Inspiron,1,Tech Blogs,6
1967,Jude Baythorp,Personal,Software Engineer,United States,California,Pasadena,Dell Security,1,Tech Blogs,12
1968,Ermina Woltering,Business,Game developer,Canada,Ontario,Belleville,XPS,82,Tech Blogs,24
1969,Wiley Barraclough,Personal,Game developer,Canada,Ontario,Timmins,Dell Security,2,Tech Blogs,12
1970,Katalin Pharaoh,Personal,Chef,United States,California,Sacramento,Chromebook,2,Tech Blogs,36
1971,Federico Diemer,Business,Software Engineer,Canada,Ontario,Ajax,Chromebook,67,Tech Blogs,24
1972,Ivy Vannikov,Business,Software Engineer,Canada,Ontario,Angus,Inspiron,62,Tech Blogs,24
1973,Vivianna Rattery,Business,Game developer,Canada,Ontario,Concord,Alienware,72,Tech Blogs,36
1974,Zorine Livick,Personal,Student,United States,California,San Francisco,Dell Security,1,Tech Blogs,6
1975,Morgan Pepall,Business,Game developer,Canada,Ontario,Fort Erie,Dell Security,41,Tech Blogs,24
1976,Gareth Pighills,Personal,Software Engineer,Canada,Ontario,Innisfil,Inspiron,2,Tech Blogs,12
1977,Morgen Clementel,Business,Game developer,Canada,Ontario,Pickering,Inspiron,34,Tech Blogs,6
1978,Lynett Joddens,Personal,Chef,Canada,Ontario,Prince Edward,Alienware,2,Tech Blogs,24
1979,Chane Marcussen,Business,Software Engineer,Canada,Ontario,St. Catharines,Chromebook,75,Tech Blogs,6
1980,Essy Scamal,Business,Software Engineer,Canada,Ontario,Delaware,Dell Storage,93,Tech Blogs,24
1981,Lion Burdon,Personal,Software Engineer,Canada,Ontario,Smiths Falls,XPS,2,Tech Blogs,36
1982,Kimble Hasley,Personal,Student,Canada,Ontario,Arnprior,XPS,1,Tech Blogs,36
1983,Yetta Baike,Personal,Student,Canada,Ontario,Espanola,Alienware,2,Tech Blogs,36
1984,Garrott Banton,Personal,Student,Canada,Ontario,Thessalon,XPS,1,Tech Blogs,12
1985,Karry Quinby,Business,Software Engineer,Canada,Ontario,Mattawa,XPS,69,Tech Blogs,6
1986,Amalea Baynard,Business,Software Engineer,Canada,Ontario,Parry Sound,Alienware,73,Tech Blogs,12
1987,Allie Stuehmeyer,Personal,Software Engineer,United States,California,Pasadena,Dell Storage,1,Tech Blogs,36
1988,Lindsey Rudge,Personal,Game developer,United States,California,San Francisco,Chromebook,2,Tech Blogs,6
