id,full_name,p_b,job,country,state,city,marketing,series,no_of_units,warranty
2389,Therine Lamyman,Business,Student,United States,California,Simi Valley,Recommendation,Servers,48,12
2390,Mauricio von Grollmann,Personal,Chef,United States,California,Los Angeles,Tech Blogs,Servers,1,24
2391,Meyer Greenhall,Business,Game developer,United States,California,San Francisco,Social Networks,Servers,32,24
2392,Bordie Vigne,Personal,Student,United States,California,Los Angeles,Tech Blogs,Servers,2,24
2393,Loni Brussels,Business,Software Engineer,United States,California,Fresno,Offline,Servers,38,24
2394,Adriana Klewi,Personal,Chef,United States,California,Los Angeles,Tech Blogs,Servers,2,12
2395,Sari MacAulay,Personal,Software Engineer,United States,California,Petaluma,Tech Blogs,Servers,2,12
2396,Jacob Hobbert,Business,Game developer,Canada,Ontario,Sarnia,Social Networks,XPS,76,36
2397,Ulick Jacquemard,Personal,Chef,United States,California,Fresno,Tech Blogs,Servers,1,36
2398,Gussy Filyashin,Business,Chef,United States,California,Corona,Social Networks,Servers,100,6
2399,Brendis Adess,Business,Chef,United States,California,San Diego,Offline,Servers,63,36
2400,Cordie Yendle,Personal,Chef,Canada,Ontario,Hanover,Tech Blogs,XPS,2,6
2401,Jerrie Vango,Business,Chef,Canada,Ontario,Milton,Offline,XPS,38,24
2402,Zach Dommersen,Business,Game developer,United States,California,Santa Cruz,Offline,Alienware,26,12
2403,Mattheus Mostyn,Business,Student,United States,California,San Francisco,Recommendation,Servers,99,24
2404,Elnora Oswald,Personal,Game developer,United States,California,Sacramento,Tech Blogs,Servers,2,24
2405,Brew Macia,Business,Chef,United States,California,Sacramento,Recommendation,XPS,30,12
2406,Neilla Devaney,Personal,Game developer,Canada,Ontario,Port Colborne,Offline,XPS,2,36
2407,Molli Costellow,Personal,Student,Canada,Ontario,North Bay,Tech Blogs,XPS,2,12
2408,Aron Fuster,Business,Software Engineer,United States,California,Fresno,Social Networks,Servers,86,24
2409,Erl Bremeyer,Personal,Game developer,United States,California,Corona,Recommendation,Servers,1,24
2410,Nick Dank,Business,Game developer,United States,California,Oakland,Social Networks,Servers,58,36
2411,Joell Ilyuchyov,Personal,Game developer,United States,California,Newport Beach,Offline,Servers,2,24
2412,Prentice Corston,Business,Game developer,United States,California,Sacramento,Offline,Servers,69,6
2413,Laney Canedo,Business,Software Engineer,Canada,Ontario,Gananoque,Offline,XPS,49,12
2414,Ketti Barrick,Personal,Student,United States,California,Santa Monica,Social Networks,Servers,2,12
2415,Hamish Glaister,Business,Chef,United States,California,Pasadena,Tech Blogs,Servers,41,12
2416,Geri Greathead,Business,Student,United States,California,Pasadena,Social Networks,Servers,30,24
2417,Iseabal Antoney,Business,Chef,Canada,Ontario,Pembroke,Recommendation,XPS,87,12
2418,Scotti Levene,Business,Student,Canada,Ontario,Stratford,Tech Blogs,XPS,48,6
2419,Emera Heatlie,Business,Software Engineer,Canada,Ontario,Oshawa,Offline,XPS,72,12
2420,Bethanne Cashley,Personal,Software Engineer,Canada,Ontario,Kitchener,Tech Blogs,XPS,1,6
2421,Ramona Verlinde,Business,Game developer,Canada,Ontario,Peterborough,Recommendation,XPS,53,24
2422,Virginia Tithecote,Business,Chef,United States,California,Alhambra,Offline,Servers,85,24
2423,Cort Kienle,Personal,Student,Canada,Ontario,Casselman,Tech Blogs,XPS,1,12
2424,Tabbatha Tranmer,Business,Student,Canada,Ontario,Petawawa,Tech Blogs,XPS,34,12
2425,Amalea Guidera,Business,Game developer,United States,California,Sacramento,Offline,Servers,88,12
2426,Caryl McAlpine,Business,Student,United States,California,Los Angeles,Recommendation,Servers,54,6
2427,Anson Ellif,Personal,Student,United States,California,Sunnyvale,Recommendation,Servers,2,6
2428,Lynette Midlar,Personal,Chef,Canada,Ontario,Timmins,Offline,XPS,2,24
2429,Merna Nice,Business,Chef,United States,California,Los Angeles,Social Networks,Servers,96,24
2430,Edwin Cotman,Business,Software Engineer,United States,California,Whittier,Offline,Servers,100,36
2431,Anatola Cluet,Personal,Game developer,United States,California,San Diego,Tech Blogs,Servers,1,12
2432,Irvin Capineer,Business,Student,Canada,Ontario,Midland,Recommendation,XPS,56,12
2433,Faunie McCartan,Personal,Student,United States,California,Whittier,Offline,Servers,2,24
2434,Sarajane Di Claudio,Personal,Student,Canada,Ontario,Concord,Tech Blogs,XPS,2,24
2435,Sloane Collocott,Personal,Game developer,Canada,Ontario,Belleville,Offline,XPS,1,36
2436,Ingram Ebenezer,Business,Student,Canada,Ontario,Niagara Falls,Recommendation,XPS,32,24
2437,Anet Tilbey,Personal,Chef,Canada,Ontario,Pembroke,Social Networks,XPS,1,12
2438,Blake Windmill,Personal,Chef,United States,California,Fullerton,Offline,Servers,2,36
2439,Marcy Cicculi,Personal,Chef,Canada,Ontario,Concord,Social Networks,XPS,1,36
2440,Nyssa Gosswell,Business,Software Engineer,United States,California,Long Beach,Tech Blogs,Servers,42,24
2441,Fidelio Cornels,Business,Game developer,Canada,Ontario,Woodstock,Offline,XPS,26,36
2442,Cos Sinnatt,Business,Software Engineer,United States,California,Newport Beach,Tech Blogs,Servers,93,36
2443,Reina Ancketill,Personal,Software Engineer,Canada,Ontario,Niagara Falls,Offline,XPS,1,12
2444,Danice Garric,Business,Chef,Canada,Ontario,Camlachie,Recommendation,XPS,92,24
2445,Devan Cornelisse,Personal,Game developer,United States,California,Inglewood,Recommendation,Servers,2,36
2446,Dru Gerhts,Personal,Game developer,United States,California,San Francisco,Tech Blogs,Servers,1,6
2447,Bibby Andreassen,Personal,Game developer,United States,California,Simi Valley,Offline,Servers,1,36
2448,Daisi Winham,Business,Game developer,United States,California,San Diego,Social Networks,Servers,53,36
2449,Torin Beddis,Business,Student,Canada,Ontario,Iroquois Falls,Tech Blogs,XPS,49,24
2450,Griswold Fermoy,Personal,Game developer,Canada,Ontario,Norfolk County,Social Networks,XPS,2,24
2451,Brock Bradburne,Business,Game developer,Canada,Ontario,Woodstock,Offline,Alienware,30,36
2452,Holly Stovine,Personal,Student,Canada,Ontario,Fort Erie,Offline,XPS,1,24
2453,Teddie Woliter,Business,Chef,United States,California,Richmond,Recommendation,Servers,58,24
2454,Kurt McKern,Business,Student,United States,California,Sacramento,Offline,Servers,75,36
2455,Myra Vernon,Personal,Chef,United States,California,Orange,Recommendation,Servers,2,12
2456,Kean Myhan,Personal,Game developer,Canada,Ontario,Willowdale,Offline,XPS,1,36
2457,Galvin Labone,Personal,Software Engineer,Canada,Ontario,North York,Social Networks,XPS,2,12
2458,Romola Bowerbank,Personal,Software Engineer,United States,California,San Jose,Tech Blogs,Servers,2,12
2459,Alexandre Sinclair,Business,Chef,Canada,Ontario,Kirkland Lake,Recommendation,XPS,80,24
2460,Emma Le Houx,Personal,Student,United States,California,Simi Valley,Offline,Servers,1,36
2461,Berenice McKenna,Business,Chef,Canada,Ontario,Fort Erie,Offline,Alienware,63,36
2462,Tommi Creswell,Personal,Software Engineer,United States,California,Stockton,Tech Blogs,Servers,1,12
2463,Myriam Sumpton,Business,Student,Canada,Ontario,Parry Sound,Recommendation,XPS,20,36
2464,Fairfax Dene,Personal,Software Engineer,Canada,Ontario,Vaughan,Offline,XPS,2,24
2465,Saidee Boyn,Personal,Software Engineer,United States,California,Fresno,Social Networks,Servers,2,36
2466,Stormy Hele,Business,Software Engineer,United States,California,San Francisco,Offline,Servers,40,6
2467,Zared Inkpin,Business,Chef,Canada,Ontario,Woodstock,Tech Blogs,XPS,62,24
2468,Clare Spellacey,Business,Student,Canada,Ontario,Gananoque,Tech Blogs,XPS,64,24
2469,Rafaelia Luto,Business,Chef,United States,California,Sacramento,Offline,Servers,25,12
2470,Abdel Cooksley,Business,Game developer,United States,California,Garden Grove,Recommendation,Servers,63,36
2471,Chance Stot,Business,Game developer,United States,California,Burbank,Recommendation,Servers,34,6
2472,Erik Coling,Personal,Student,United States,California,Pasadena,Tech Blogs,Servers,2,36
2473,Shaylah Agg,Business,Game developer,Canada,Ontario,Ottawa,Recommendation,Inspiron,82,24
2474,Borg Luard,Business,Software Engineer,United States,California,Sunnyvale,Offline,Servers,21,24
2475,Ernst Freshwater,Personal,Chef,United States,California,Glendale,Recommendation,Servers,2,36
2476,Ferd Clarke,Business,Software Engineer,Canada,Ontario,Peterborough,Tech Blogs,XPS,55,24
2477,Aubrie Yesson,Personal,Software Engineer,United States,California,Garden Grove,Tech Blogs,Servers,1,24
2478,Clemmie Ost,Business,Game developer,United States,California,Oakland,Tech Blogs,Servers,81,24
2479,Madonna O'Dwyer,Business,Game developer,Canada,Ontario,Keswick,Tech Blogs,XPS,60,6
2480,Jemima Janowski,Business,Game developer,Canada,Ontario,Lambton Shores,Tech Blogs,XPS,49,24
2481,Hastings Figura,Business,Game developer,United States,California,Inglewood,Recommendation,Servers,43,12
2482,Jason Bullen,Personal,Chef,Canada,Ontario,Kirkland Lake,Tech Blogs,XPS,1,24
2483,Sheila-kathryn Cromly,Personal,Chef,United States,California,San Jose,Offline,Servers,1,24
2484,Arvy Sattin,Personal,Chef,United States,California,San Jose,Social Networks,Servers,1,24
2485,Gerda Titterton,Business,Chef,United States,California,Oakland,Social Networks,Servers,77,24
2486,Annmaria Ridsdole,Business,Chef,Canada,Ontario,Omemee,Tech Blogs,XPS,44,24
2487,Tiler Olivetti,Business,Software Engineer,Canada,Ontario,Ingersoll,Offline,XPS,69,6
2488,Sharron Wagstaffe,Business,Student,Canada,Ontario,Ottawa,Offline,XPS,28,12
2489,Milton Mealiffe,Business,Chef,Canada,Ontario,Pickering,Tech Blogs,Inspiron,43,36
2490,Remington Sigfrid,Business,Chef,United States,California,Los Angeles,Tech Blogs,Servers,48,6
2491,Aretha Mauvin,Business,Software Engineer,Canada,Ontario,Toronto,Tech Blogs,XPS,25,24
2492,Nike Wasiel,Personal,Software Engineer,Canada,Ontario,Kapuskasing,Recommendation,XPS,1,36
2493,Halie Gutowski,Business,Game developer,Canada,Ontario,Smiths Falls,Offline,XPS,37,6
2494,Terry Springtorp,Business,Student,Canada,Ontario,Casselman,Offline,XPS,97,36
2495,Geri Mandy,Personal,Chef,United States,California,Stockton,Social Networks,Servers,2,24
2496,Timothy Whiles,Personal,Student,United States,California,Oakland,Tech Blogs,Servers,1,12
2497,Christophe Ivushkin,Personal,Student,Canada,Ontario,Barrie,Offline,XPS,1,24
2498,Agna Espinazo,Personal,Chef,Canada,Ontario,Ingersoll,Recommendation,XPS,1,36
2499,Felicia Brodnecke,Personal,Software Engineer,United States,California,Sacramento,Social Networks,Servers,2,24
2500,Hamel Witherup,Business,Game developer,Canada,Ontario,Kapuskasing,Social Networks,XPS,95,6
2501,Lindi Ayris,Personal,Software Engineer,United States,California,Santa Rosa,Tech Blogs,Servers,2,6
2502,Terri Barrie,Personal,Chef,United States,California,Mountain View,Recommendation,Servers,1,24
2503,Honey Byatt,Personal,Game developer,Canada,Ontario,Picton,Tech Blogs,XPS,1,36
2504,Cosimo Saiens,Personal,Student,United States,California,Garden Grove,Offline,Servers,2,36
2505,Maximilien Lavell,Business,Game developer,United States,California,San Jose,Social Networks,Servers,57,6
2506,Verene Guerrazzi,Business,Game developer,United States,California,San Diego,Offline,Servers,40,6
2507,Phillie Bastide,Business,Software Engineer,Canada,Ontario,Camlachie,Social Networks,XPS,77,6
2508,Loree Cawkwell,Personal,Game developer,Canada,Ontario,Milton,Social Networks,XPS,1,6
2509,Candra Moreing,Business,Game developer,United States,California,Irvine,Social Networks,Servers,54,36
2510,Charmian Tallon,Personal,Chef,United States,California,Burbank,Social Networks,Servers,1,24
2511,Penn MacPake,Personal,Game developer,United States,California,Corona,Tech Blogs,Servers,1,12
2512,Michel Stuehmeier,Business,Student,United States,California,Fullerton,Offline,Servers,91,12
2513,Sutton Blanking,Personal,Software Engineer,United States,California,San Jose,Social Networks,Servers,1,24
2514,Ruthy Hallwood,Personal,Software Engineer,Canada,Ontario,Neebing,Tech Blogs,XPS,2,12
2515,Arvie Jubert,Business,Chef,Canada,Ontario,Carleton Place,Tech Blogs,XPS,43,12
2516,Mei Breznovic,Business,Game developer,Canada,Ontario,Orillia,Recommendation,XPS,54,12
2517,Francois Kupec,Business,Student,United States,California,Oakland,Social Networks,Servers,92,12
2518,Mariette Wyld,Personal,Student,United States,California,San Jose,Recommendation,Servers,1,24
2519,Toni Ierland,Business,Student,United States,California,San Diego,Recommendation,Servers,90,6
2520,Kyle Figure,Business,Game developer,United States,California,Inglewood,Social Networks,Servers,57,12
2521,Hymie Scouse,Business,Game developer,United States,California,Pasadena,Recommendation,Servers,46,6
2522,Fanechka Bernard,Business,Game developer,United States,California,San Rafael,Offline,Servers,76,6
2523,Chandra Siggee,Business,Chef,Canada,Ontario,Stratford,Offline,XPS,85,6
2524,Caroline Issatt,Business,Software Engineer,United States,California,Sacramento,Social Networks,Servers,27,12
2525,Quintus Loach,Personal,Student,United States,California,Los Angeles,Social Networks,Servers,1,24
2526,Olly Muckersie,Business,Software Engineer,Canada,Ontario,Iroquois Falls,Social Networks,XPS,61,24
2527,Maddalena Dovey,Personal,Student,Canada,Ontario,Camlachie,Offline,XPS,1,36
2528,Kimberli Quarrie,Personal,Chef,United States,California,Pasadena,Social Networks,Servers,1,12
2529,Nikolos Fillary,Business,Game developer,United States,California,Pasadena,Recommendation,Servers,77,6
2530,Ramsay Doulden,Personal,Student,United States,California,San Jose,Social Networks,Servers,1,36
2531,Blinnie Keslake,Business,Chef,United States,California,San Jose,Tech Blogs,Servers,75,12
2532,Kaila Sporner,Business,Software Engineer,Canada,Ontario,Ajax,Offline,XPS,49,12
2533,Aridatha Alfonsetti,Personal,Game developer,United States,California,Whittier,Recommendation,Servers,1,24
2534,Sarajane Archard,Personal,Student,Canada,Ontario,Keswick,Tech Blogs,XPS,2,12
2535,Blair Raeburn,Personal,Game developer,United States,California,Oakland,Tech Blogs,Servers,1,6
2536,Teddi Deschlein,Personal,Software Engineer,United States,California,Mountain View,Tech Blogs,Servers,2,36
2537,Ebeneser Dumphry,Business,Chef,United States,California,San Francisco,Offline,Servers,73,6
2538,Alvinia Tash,Business,Chef,Canada,Ontario,Newmarket,Social Networks,XPS,23,6
2539,Dilan Sephton,Business,Game developer,Canada,Ontario,Angus,Recommendation,XPS,95,6
2540,Barn Bleier,Personal,Software Engineer,Canada,Ontario,Smiths Falls,Recommendation,XPS,2,6
2541,Dotti Borrott,Personal,Chef,United States,California,Long Beach,Recommendation,Servers,2,24
2542,Harrie Anning,Personal,Software Engineer,United States,California,Los Angeles,Social Networks,Servers,2,6
2543,Agatha Copestake,Personal,Software Engineer,United States,California,Long Beach,Social Networks,Servers,2,6
2544,Lance Gerault,Business,Game developer,Canada,Ontario,Skatepark,Recommendation,XPS,36,12
2545,Barron Bailes,Personal,Game developer,Canada,Ontario,Wingham,Social Networks,XPS,2,24
2546,Milka Alcock,Business,Student,United States,California,Sacramento,Recommendation,Servers,55,24
2547,Arabela Derrington,Personal,Chef,Canada,Ontario,Camlachie,Offline,XPS,1,12
2548,Ragnar Claxson,Personal,Student,Canada,Ontario,Omemee,Recommendation,XPS,2,12
2549,Diahann Schulter,Personal,Chef,Canada,Ontario,Thorold,Tech Blogs,Inspiron,1,6
2550,Jean Cottier,Business,Chef,United States,California,Fullerton,Social Networks,Servers,69,24
2551,Des Innwood,Business,Software Engineer,United States,California,San Diego,Tech Blogs,XPS,44,24
2552,Milli Hannond,Personal,Game developer,United States,California,Los Angeles,Offline,Servers,1,12
2553,Juli Proby,Business,Student,Canada,Ontario,Napanee Downtown,Recommendation,XPS,49,36
2554,Karine Pidgin,Business,Chef,Canada,Ontario,Peterborough,Recommendation,XPS,44,6
2555,Fifine Krebs,Business,Software Engineer,Canada,Ontario,Lambton Shores,Tech Blogs,XPS,44,6
2556,Byron Leggis,Personal,Student,Canada,Ontario,Petawawa,Offline,XPS,1,6
2557,Madge Quincey,Personal,Chef,United States,California,Sacramento,Recommendation,Servers,2,12
2558,Audra Stonebridge,Personal,Software Engineer,United States,California,Los Angeles,Recommendation,Servers,2,24
2559,Reed Kelwick,Personal,Software Engineer,Canada,Ontario,Carleton Place,Social Networks,Inspiron,2,12
2560,Brena Abendroth,Business,Software Engineer,United States,California,Inglewood,Social Networks,Servers,56,12
2561,Weidar Ridd,Personal,Software Engineer,United States,California,Oceanside,Social Networks,Servers,1,6
2562,Faythe Bertolaccini,Business,Game developer,Canada,Ontario,Iroquois Falls,Tech Blogs,XPS,63,12
2563,Antons Keyme,Personal,Game developer,Canada,Ontario,Napanee Downtown,Tech Blogs,XPS,1,12
2564,Evita Quaintance,Business,Game developer,Canada,Ontario,Amherstburg,Recommendation,XPS,86,6
2565,Charmion Putman,Personal,Student,Canada,Ontario,Little Current,Offline,XPS,1,12
2566,Lindy Liddon,Personal,Software Engineer,United States,California,San Francisco,Offline,Servers,1,12
